"Var1","Var2","value"
"aod_mix_74","aod_mix_27",0.793
"aod_mix_01","aod_mix_28",0.824
"aod_mix_02","aod_mix_28",0.827
"aod_mix_03","aod_mix_28",0.831
"aod_mix_04","aod_mix_28",0.841
"aod_mix_05","aod_mix_28",0.854
"aod_mix_06","aod_mix_28",0.871
"aod_mix_07","aod_mix_28",0.892
"aod_mix_08","aod_mix_28",0.915
"aod_mix_09","aod_mix_28",0.941
"aod_mix_10","aod_mix_28",0.967
"aod_mix_11","aod_mix_28",0.891
"aod_mix_12","aod_mix_28",0.896
"aod_mix_13","aod_mix_28",0.901
"aod_mix_14","aod_mix_28",0.911
"aod_mix_15","aod_mix_28",0.924
"aod_mix_16","aod_mix_28",0.938
"aod_mix_17","aod_mix_28",0.953
"aod_mix_18","aod_mix_28",0.969
"aod_mix_19","aod_mix_28",0.982
"aod_mix_20","aod_mix_28",0.989
"aod_mix_21","aod_mix_28",0.957
"aod_mix_22","aod_mix_28",0.961
"aod_mix_23","aod_mix_28",0.965
"aod_mix_24","aod_mix_28",0.974
"aod_mix_25","aod_mix_28",0.983
"aod_mix_26","aod_mix_28",0.991
"aod_mix_27","aod_mix_28",0.996
"aod_mix_28","aod_mix_28",1
"aod_mix_29","aod_mix_28",0.996
"aod_mix_30","aod_mix_28",0.99
"aod_mix_31","aod_mix_28",0.861
"aod_mix_32","aod_mix_28",0.866
"aod_mix_33","aod_mix_28",0.872
"aod_mix_34","aod_mix_28",0.886
"aod_mix_35","aod_mix_28",0.902
"aod_mix_36","aod_mix_28",0.921
"aod_mix_37","aod_mix_28",0.941
"aod_mix_38","aod_mix_28",0.959
"aod_mix_39","aod_mix_28",0.974
"aod_mix_40","aod_mix_28",0.982
"aod_mix_41","aod_mix_28",0.727
"aod_mix_42","aod_mix_28",0.729
"aod_mix_43","aod_mix_28",0.734
"aod_mix_44","aod_mix_28",0.752
"aod_mix_45","aod_mix_28",0.779
"aod_mix_46","aod_mix_28",0.814
"aod_mix_47","aod_mix_28",0.855
"aod_mix_48","aod_mix_28",0.898
"aod_mix_49","aod_mix_28",0.935
"aod_mix_50","aod_mix_28",0.96
"aod_mix_51","aod_mix_28",0.916
"aod_mix_52","aod_mix_28",0.953
"aod_mix_53","aod_mix_28",0.99
"aod_mix_54","aod_mix_28",0.934
"aod_mix_55","aod_mix_28",0.961
"aod_mix_56","aod_mix_28",0.963
"aod_mix_57","aod_mix_28",0.946
"aod_mix_58","aod_mix_28",0.95
"aod_mix_59","aod_mix_28",0.935
"aod_mix_60","aod_mix_28",0.926
"aod_mix_61","aod_mix_28",0.92
"aod_mix_62","aod_mix_28",0.909
"aod_mix_63","aod_mix_28",0.931
"aod_mix_64","aod_mix_28",0.914
"aod_mix_65","aod_mix_28",0.893
"aod_mix_66","aod_mix_28",0.87
"aod_mix_67","aod_mix_28",0.905
"aod_mix_68","aod_mix_28",0.871
"aod_mix_69","aod_mix_28",0.835
"aod_mix_70","aod_mix_28",0.808
"aod_mix_71","aod_mix_28",0.861
"aod_mix_72","aod_mix_28",0.835
"aod_mix_73","aod_mix_28",0.813
"aod_mix_74","aod_mix_28",0.791
"aod_mix_01","aod_mix_29",0.807
"aod_mix_02","aod_mix_29",0.811
"aod_mix_03","aod_mix_29",0.815
"aod_mix_04","aod_mix_29",0.825
"aod_mix_05","aod_mix_29",0.838
"aod_mix_06","aod_mix_29",0.856
"aod_mix_07","aod_mix_29",0.877
"aod_mix_08","aod_mix_29",0.903
"aod_mix_09","aod_mix_29",0.931
"aod_mix_10","aod_mix_29",0.96
"aod_mix_11","aod_mix_29",0.876
"aod_mix_12","aod_mix_29",0.88
"aod_mix_13","aod_mix_29",0.885
"aod_mix_14","aod_mix_29",0.896
"aod_mix_15","aod_mix_29",0.909
"aod_mix_16","aod_mix_29",0.924
"aod_mix_17","aod_mix_29",0.941
"aod_mix_18","aod_mix_29",0.959
"aod_mix_19","aod_mix_29",0.976
"aod_mix_20","aod_mix_29",0.989
"aod_mix_21","aod_mix_29",0.943
"aod_mix_22","aod_mix_29",0.947
"aod_mix_23","aod_mix_29",0.952
"aod_mix_24","aod_mix_29",0.963
"aod_mix_25","aod_mix_29",0.973
"aod_mix_26","aod_mix_29",0.982
"aod_mix_27","aod_mix_29",0.99
"aod_mix_28","aod_mix_29",0.996
"aod_mix_29","aod_mix_29",1
"aod_mix_30","aod_mix_29",0.996
"aod_mix_31","aod_mix_29",0.847
"aod_mix_32","aod_mix_29",0.853
"aod_mix_33","aod_mix_29",0.859
"aod_mix_34","aod_mix_29",0.873
"aod_mix_35","aod_mix_29",0.891
"aod_mix_36","aod_mix_29",0.911
"aod_mix_37","aod_mix_29",0.932
"aod_mix_38","aod_mix_29",0.953
"aod_mix_39","aod_mix_29",0.972
"aod_mix_40","aod_mix_29",0.985
"aod_mix_41","aod_mix_29",0.721
"aod_mix_42","aod_mix_29",0.724
"aod_mix_43","aod_mix_29",0.73
"aod_mix_44","aod_mix_29",0.749
"aod_mix_45","aod_mix_29",0.776
"aod_mix_46","aod_mix_29",0.811
"aod_mix_47","aod_mix_29",0.854
"aod_mix_48","aod_mix_29",0.898
"aod_mix_49","aod_mix_29",0.939
"aod_mix_50","aod_mix_29",0.967
"aod_mix_51","aod_mix_29",0.9
"aod_mix_52","aod_mix_29",0.94
"aod_mix_53","aod_mix_29",0.989
"aod_mix_54","aod_mix_29",0.921
"aod_mix_55","aod_mix_29",0.952
"aod_mix_56","aod_mix_29",0.964
"aod_mix_57","aod_mix_29",0.938
"aod_mix_58","aod_mix_29",0.946
"aod_mix_59","aod_mix_29",0.936
"aod_mix_60","aod_mix_29",0.923
"aod_mix_61","aod_mix_29",0.919
"aod_mix_62","aod_mix_29",0.91
"aod_mix_63","aod_mix_29",0.924
"aod_mix_64","aod_mix_29",0.909
"aod_mix_65","aod_mix_29",0.889
"aod_mix_66","aod_mix_29",0.867
"aod_mix_67","aod_mix_29",0.903
"aod_mix_68","aod_mix_29",0.871
"aod_mix_69","aod_mix_29",0.835
"aod_mix_70","aod_mix_29",0.807
"aod_mix_71","aod_mix_29",0.861
"aod_mix_72","aod_mix_29",0.834
"aod_mix_73","aod_mix_29",0.811
"aod_mix_74","aod_mix_29",0.787
"aod_mix_01","aod_mix_30",0.79
"aod_mix_02","aod_mix_30",0.793
"aod_mix_03","aod_mix_30",0.798
"aod_mix_04","aod_mix_30",0.808
"aod_mix_05","aod_mix_30",0.821
"aod_mix_06","aod_mix_30",0.839
"aod_mix_07","aod_mix_30",0.861
"aod_mix_08","aod_mix_30",0.887
"aod_mix_09","aod_mix_30",0.918
"aod_mix_10","aod_mix_30",0.951
"aod_mix_11","aod_mix_30",0.859
"aod_mix_12","aod_mix_30",0.863
"aod_mix_13","aod_mix_30",0.868
"aod_mix_14","aod_mix_30",0.879
"aod_mix_15","aod_mix_30",0.892
"aod_mix_16","aod_mix_30",0.908
"aod_mix_17","aod_mix_30",0.927
"aod_mix_18","aod_mix_30",0.947
"aod_mix_19","aod_mix_30",0.966
"aod_mix_20","aod_mix_30",0.985
"aod_mix_21","aod_mix_30",0.926
"aod_mix_22","aod_mix_30",0.932
"aod_mix_23","aod_mix_30",0.937
"aod_mix_24","aod_mix_30",0.948
"aod_mix_25","aod_mix_30",0.96
"aod_mix_26","aod_mix_30",0.971
"aod_mix_27","aod_mix_30",0.981
"aod_mix_28","aod_mix_30",0.99
"aod_mix_29","aod_mix_30",0.996
"aod_mix_30","aod_mix_30",1
"aod_mix_31","aod_mix_30",0.832
"aod_mix_32","aod_mix_30",0.838
"aod_mix_33","aod_mix_30",0.844
"aod_mix_34","aod_mix_30",0.859
"aod_mix_35","aod_mix_30",0.877
"aod_mix_36","aod_mix_30",0.898
"aod_mix_37","aod_mix_30",0.921
"aod_mix_38","aod_mix_30",0.945
"aod_mix_39","aod_mix_30",0.966
"aod_mix_40","aod_mix_30",0.985
"aod_mix_41","aod_mix_30",0.714
"aod_mix_42","aod_mix_30",0.718
"aod_mix_43","aod_mix_30",0.724
"aod_mix_44","aod_mix_30",0.743
"aod_mix_45","aod_mix_30",0.771
"aod_mix_46","aod_mix_30",0.808
"aod_mix_47","aod_mix_30",0.85
"aod_mix_48","aod_mix_30",0.896
"aod_mix_49","aod_mix_30",0.939
"aod_mix_50","aod_mix_30",0.971
"aod_mix_51","aod_mix_30",0.883
"aod_mix_52","aod_mix_30",0.925
"aod_mix_53","aod_mix_30",0.986
"aod_mix_54","aod_mix_30",0.906
"aod_mix_55","aod_mix_30",0.94
"aod_mix_56","aod_mix_30",0.962
"aod_mix_57","aod_mix_30",0.928
"aod_mix_58","aod_mix_30",0.939
"aod_mix_59","aod_mix_30",0.936
"aod_mix_60","aod_mix_30",0.919
"aod_mix_61","aod_mix_30",0.917
"aod_mix_62","aod_mix_30",0.91
"aod_mix_63","aod_mix_30",0.915
"aod_mix_64","aod_mix_30",0.902
"aod_mix_65","aod_mix_30",0.883
"aod_mix_66","aod_mix_30",0.863
"aod_mix_67","aod_mix_30",0.9
"aod_mix_68","aod_mix_30",0.87
"aod_mix_69","aod_mix_30",0.834
"aod_mix_70","aod_mix_30",0.806
"aod_mix_71","aod_mix_30",0.86
"aod_mix_72","aod_mix_30",0.833
"aod_mix_73","aod_mix_30",0.808
"aod_mix_74","aod_mix_30",0.783
"aod_mix_01","aod_mix_31",0.88
"aod_mix_02","aod_mix_31",0.88
"aod_mix_03","aod_mix_31",0.881
"aod_mix_04","aod_mix_31",0.883
"aod_mix_05","aod_mix_31",0.886
"aod_mix_06","aod_mix_31",0.891
"aod_mix_07","aod_mix_31",0.897
"aod_mix_08","aod_mix_31",0.901
"aod_mix_09","aod_mix_31",0.899
"aod_mix_10","aod_mix_31",0.887
"aod_mix_11","aod_mix_31",0.948
"aod_mix_12","aod_mix_31",0.948
"aod_mix_13","aod_mix_31",0.948
"aod_mix_14","aod_mix_31",0.948
"aod_mix_15","aod_mix_31",0.946
"aod_mix_16","aod_mix_31",0.941
"aod_mix_17","aod_mix_31",0.932
"aod_mix_18","aod_mix_31",0.92
"aod_mix_19","aod_mix_31",0.901
"aod_mix_20","aod_mix_31",0.875
"aod_mix_21","aod_mix_31",0.912
"aod_mix_22","aod_mix_31",0.91
"aod_mix_23","aod_mix_31",0.907
"aod_mix_24","aod_mix_31",0.901
"aod_mix_25","aod_mix_31",0.893
"aod_mix_26","aod_mix_31",0.884
"aod_mix_27","aod_mix_31",0.873
"aod_mix_28","aod_mix_31",0.861
"aod_mix_29","aod_mix_31",0.847
"aod_mix_30","aod_mix_31",0.832
"aod_mix_31","aod_mix_31",1
"aod_mix_32","aod_mix_31",0.998
"aod_mix_33","aod_mix_31",0.996
"aod_mix_34","aod_mix_31",0.99
"aod_mix_35","aod_mix_31",0.981
"aod_mix_36","aod_mix_31",0.969
"aod_mix_37","aod_mix_31",0.951
"aod_mix_38","aod_mix_31",0.929
"aod_mix_39","aod_mix_31",0.902
"aod_mix_40","aod_mix_31",0.871
"aod_mix_41","aod_mix_31",0.849
"aod_mix_42","aod_mix_31",0.838
"aod_mix_43","aod_mix_31",0.832
"aod_mix_44","aod_mix_31",0.833
"aod_mix_45","aod_mix_31",0.843
"aod_mix_46","aod_mix_31",0.858
"aod_mix_47","aod_mix_31",0.872
"aod_mix_48","aod_mix_31",0.879
"aod_mix_49","aod_mix_31",0.874
"aod_mix_50","aod_mix_31",0.855
"aod_mix_51","aod_mix_31",0.955
"aod_mix_52","aod_mix_31",0.939
"aod_mix_53","aod_mix_31",0.865
"aod_mix_54","aod_mix_31",0.946
"aod_mix_55","aod_mix_31",0.919
"aod_mix_56","aod_mix_31",0.848
"aod_mix_57","aod_mix_31",0.912
"aod_mix_58","aod_mix_31",0.885
"aod_mix_59","aod_mix_31",0.837
"aod_mix_60","aod_mix_31",0.865
"aod_mix_61","aod_mix_31",0.851
"aod_mix_62","aod_mix_31",0.831
"aod_mix_63","aod_mix_31",0.919
"aod_mix_64","aod_mix_31",0.912
"aod_mix_65","aod_mix_31",0.898
"aod_mix_66","aod_mix_31",0.88
"aod_mix_67","aod_mix_31",0.863
"aod_mix_68","aod_mix_31",0.848
"aod_mix_69","aod_mix_31",0.828
"aod_mix_70","aod_mix_31",0.815
"aod_mix_71","aod_mix_31",0.827
"aod_mix_72","aod_mix_31",0.826
"aod_mix_73","aod_mix_31",0.824
"aod_mix_74","aod_mix_31",0.817
"aod_mix_01","aod_mix_32",0.876
"aod_mix_02","aod_mix_32",0.877
"aod_mix_03","aod_mix_32",0.878
"aod_mix_04","aod_mix_32",0.88
"aod_mix_05","aod_mix_32",0.884
"aod_mix_06","aod_mix_32",0.889
"aod_mix_07","aod_mix_32",0.896
"aod_mix_08","aod_mix_32",0.901
"aod_mix_09","aod_mix_32",0.901
"aod_mix_10","aod_mix_32",0.89
"aod_mix_11","aod_mix_32",0.947
"aod_mix_12","aod_mix_32",0.948
"aod_mix_13","aod_mix_32",0.949
"aod_mix_14","aod_mix_32",0.949
"aod_mix_15","aod_mix_32",0.948
"aod_mix_16","aod_mix_32",0.943
"aod_mix_17","aod_mix_32",0.936
"aod_mix_18","aod_mix_32",0.924
"aod_mix_19","aod_mix_32",0.906
"aod_mix_20","aod_mix_32",0.88
"aod_mix_21","aod_mix_32",0.915
"aod_mix_22","aod_mix_32",0.913
"aod_mix_23","aod_mix_32",0.911
"aod_mix_24","aod_mix_32",0.905
"aod_mix_25","aod_mix_32",0.898
"aod_mix_26","aod_mix_32",0.889
"aod_mix_27","aod_mix_32",0.878
"aod_mix_28","aod_mix_32",0.866
"aod_mix_29","aod_mix_32",0.853
"aod_mix_30","aod_mix_32",0.838
"aod_mix_31","aod_mix_32",0.998
"aod_mix_32","aod_mix_32",1
"aod_mix_33","aod_mix_32",0.998
"aod_mix_34","aod_mix_32",0.993
"aod_mix_35","aod_mix_32",0.985
"aod_mix_36","aod_mix_32",0.973
"aod_mix_37","aod_mix_32",0.957
"aod_mix_38","aod_mix_32",0.935
"aod_mix_39","aod_mix_32",0.908
"aod_mix_40","aod_mix_32",0.877
"aod_mix_41","aod_mix_32",0.849
"aod_mix_42","aod_mix_32",0.84
"aod_mix_43","aod_mix_32",0.835
"aod_mix_44","aod_mix_32",0.837
"aod_mix_45","aod_mix_32",0.847
"aod_mix_46","aod_mix_32",0.863
"aod_mix_47","aod_mix_32",0.877
"aod_mix_48","aod_mix_32",0.885
"aod_mix_49","aod_mix_32",0.88
"aod_mix_50","aod_mix_32",0.861
"aod_mix_51","aod_mix_32",0.957
"aod_mix_52","aod_mix_32",0.942
"aod_mix_53","aod_mix_32",0.871
"aod_mix_54","aod_mix_32",0.949
"aod_mix_55","aod_mix_32",0.923
"aod_mix_56","aod_mix_32",0.853
"aod_mix_57","aod_mix_32",0.914
"aod_mix_58","aod_mix_32",0.888
"aod_mix_59","aod_mix_32",0.84
"aod_mix_60","aod_mix_32",0.866
"aod_mix_61","aod_mix_32",0.852
"aod_mix_62","aod_mix_32",0.832
"aod_mix_63","aod_mix_32",0.921
"aod_mix_64","aod_mix_32",0.914
"aod_mix_65","aod_mix_32",0.899
"aod_mix_66","aod_mix_32",0.881
"aod_mix_67","aod_mix_32",0.864
"aod_mix_68","aod_mix_32",0.848
"aod_mix_69","aod_mix_32",0.828
"aod_mix_70","aod_mix_32",0.815
"aod_mix_71","aod_mix_32",0.826
"aod_mix_72","aod_mix_32",0.825
"aod_mix_73","aod_mix_32",0.823
"aod_mix_74","aod_mix_32",0.815
"aod_mix_01","aod_mix_33",0.873
"aod_mix_02","aod_mix_33",0.874
"aod_mix_03","aod_mix_33",0.875
"aod_mix_04","aod_mix_33",0.877
"aod_mix_05","aod_mix_33",0.882
"aod_mix_06","aod_mix_33",0.888
"aod_mix_07","aod_mix_33",0.896
"aod_mix_08","aod_mix_33",0.901
"aod_mix_09","aod_mix_33",0.903
"aod_mix_10","aod_mix_33",0.893
"aod_mix_11","aod_mix_33",0.946
"aod_mix_12","aod_mix_33",0.948
"aod_mix_13","aod_mix_33",0.949
"aod_mix_14","aod_mix_33",0.95
"aod_mix_15","aod_mix_33",0.95
"aod_mix_16","aod_mix_33",0.947
"aod_mix_17","aod_mix_33",0.939
"aod_mix_18","aod_mix_33",0.928
"aod_mix_19","aod_mix_33",0.911
"aod_mix_20","aod_mix_33",0.886
"aod_mix_21","aod_mix_33",0.918
"aod_mix_22","aod_mix_33",0.916
"aod_mix_23","aod_mix_33",0.914
"aod_mix_24","aod_mix_33",0.909
"aod_mix_25","aod_mix_33",0.902
"aod_mix_26","aod_mix_33",0.894
"aod_mix_27","aod_mix_33",0.884
"aod_mix_28","aod_mix_33",0.872
"aod_mix_29","aod_mix_33",0.859
"aod_mix_30","aod_mix_33",0.844
"aod_mix_31","aod_mix_33",0.996
"aod_mix_32","aod_mix_33",0.998
"aod_mix_33","aod_mix_33",1
"aod_mix_34","aod_mix_33",0.995
"aod_mix_35","aod_mix_33",0.989
"aod_mix_36","aod_mix_33",0.978
"aod_mix_37","aod_mix_33",0.962
"aod_mix_38","aod_mix_33",0.941
"aod_mix_39","aod_mix_33",0.915
"aod_mix_40","aod_mix_33",0.884
"aod_mix_41","aod_mix_33",0.85
"aod_mix_42","aod_mix_33",0.841
"aod_mix_43","aod_mix_33",0.838
"aod_mix_44","aod_mix_33",0.84
"aod_mix_45","aod_mix_33",0.852
"aod_mix_46","aod_mix_33",0.868
"aod_mix_47","aod_mix_33",0.883
"aod_mix_48","aod_mix_33",0.892
"aod_mix_49","aod_mix_33",0.887
"aod_mix_50","aod_mix_33",0.868
"aod_mix_51","aod_mix_33",0.958
"aod_mix_52","aod_mix_33",0.947
"aod_mix_53","aod_mix_33",0.877
"aod_mix_54","aod_mix_33",0.952
"aod_mix_55","aod_mix_33",0.928
"aod_mix_56","aod_mix_33",0.857
"aod_mix_57","aod_mix_33",0.916
"aod_mix_58","aod_mix_33",0.89
"aod_mix_59","aod_mix_33",0.843
"aod_mix_60","aod_mix_33",0.867
"aod_mix_61","aod_mix_33",0.853
"aod_mix_62","aod_mix_33",0.833
"aod_mix_63","aod_mix_33",0.923
"aod_mix_64","aod_mix_33",0.916
"aod_mix_65","aod_mix_33",0.901
"aod_mix_66","aod_mix_33",0.882
"aod_mix_67","aod_mix_33",0.865
"aod_mix_68","aod_mix_33",0.849
"aod_mix_69","aod_mix_33",0.828
"aod_mix_70","aod_mix_33",0.814
"aod_mix_71","aod_mix_33",0.825
"aod_mix_72","aod_mix_33",0.823
"aod_mix_73","aod_mix_33",0.821
"aod_mix_74","aod_mix_33",0.813
"aod_mix_01","aod_mix_34",0.867
"aod_mix_02","aod_mix_34",0.868
"aod_mix_03","aod_mix_34",0.869
"aod_mix_04","aod_mix_34",0.873
"aod_mix_05","aod_mix_34",0.878
"aod_mix_06","aod_mix_34",0.886
"aod_mix_07","aod_mix_34",0.895
"aod_mix_08","aod_mix_34",0.904
"aod_mix_09","aod_mix_34",0.908
"aod_mix_10","aod_mix_34",0.902
"aod_mix_11","aod_mix_34",0.944
"aod_mix_12","aod_mix_34",0.946
"aod_mix_13","aod_mix_34",0.948
"aod_mix_14","aod_mix_34",0.952
"aod_mix_15","aod_mix_34",0.953
"aod_mix_16","aod_mix_34",0.953
"aod_mix_17","aod_mix_34",0.948
"aod_mix_18","aod_mix_34",0.939
"aod_mix_19","aod_mix_34",0.923
"aod_mix_20","aod_mix_34",0.9
"aod_mix_21","aod_mix_34",0.924
"aod_mix_22","aod_mix_34",0.923
"aod_mix_23","aod_mix_34",0.922
"aod_mix_24","aod_mix_34",0.919
"aod_mix_25","aod_mix_34",0.913
"aod_mix_26","aod_mix_34",0.906
"aod_mix_27","aod_mix_34",0.897
"aod_mix_28","aod_mix_34",0.886
"aod_mix_29","aod_mix_34",0.873
"aod_mix_30","aod_mix_34",0.859
"aod_mix_31","aod_mix_34",0.99
"aod_mix_32","aod_mix_34",0.993
"aod_mix_33","aod_mix_34",0.995
"aod_mix_34","aod_mix_34",1
"aod_mix_35","aod_mix_34",0.995
"aod_mix_36","aod_mix_34",0.987
"aod_mix_37","aod_mix_34",0.974
"aod_mix_38","aod_mix_34",0.955
"aod_mix_39","aod_mix_34",0.93
"aod_mix_40","aod_mix_34",0.899
"aod_mix_41","aod_mix_34",0.849
"aod_mix_42","aod_mix_34",0.842
"aod_mix_43","aod_mix_34",0.84
"aod_mix_44","aod_mix_34",0.846
"aod_mix_45","aod_mix_34",0.859
"aod_mix_46","aod_mix_34",0.877
"aod_mix_47","aod_mix_34",0.895
"aod_mix_48","aod_mix_34",0.906
"aod_mix_49","aod_mix_34",0.903
"aod_mix_50","aod_mix_34",0.884
"aod_mix_51","aod_mix_34",0.96
"aod_mix_52","aod_mix_34",0.956
"aod_mix_53","aod_mix_34",0.891
"aod_mix_54","aod_mix_34",0.957
"aod_mix_55","aod_mix_34",0.937
"aod_mix_56","aod_mix_34",0.868
"aod_mix_57","aod_mix_34",0.921
"aod_mix_58","aod_mix_34",0.897
"aod_mix_59","aod_mix_34",0.851
"aod_mix_60","aod_mix_34",0.87
"aod_mix_61","aod_mix_34",0.856
"aod_mix_62","aod_mix_34",0.837
"aod_mix_63","aod_mix_34",0.927
"aod_mix_64","aod_mix_34",0.92
"aod_mix_65","aod_mix_34",0.904
"aod_mix_66","aod_mix_34",0.885
"aod_mix_67","aod_mix_34",0.867
"aod_mix_68","aod_mix_34",0.85
"aod_mix_69","aod_mix_34",0.829
"aod_mix_70","aod_mix_34",0.814
"aod_mix_71","aod_mix_34",0.825
"aod_mix_72","aod_mix_34",0.822
"aod_mix_73","aod_mix_34",0.819
"aod_mix_74","aod_mix_34",0.81
"aod_mix_01","aod_mix_35",0.861
"aod_mix_02","aod_mix_35",0.862
"aod_mix_03","aod_mix_35",0.864
"aod_mix_04","aod_mix_35",0.869
"aod_mix_05","aod_mix_35",0.876
"aod_mix_06","aod_mix_35",0.885
"aod_mix_07","aod_mix_35",0.897
"aod_mix_08","aod_mix_35",0.908
"aod_mix_09","aod_mix_35",0.915
"aod_mix_10","aod_mix_35",0.914
"aod_mix_11","aod_mix_35",0.941
"aod_mix_12","aod_mix_35",0.944
"aod_mix_13","aod_mix_35",0.946
"aod_mix_14","aod_mix_35",0.952
"aod_mix_15","aod_mix_35",0.956
"aod_mix_16","aod_mix_35",0.958
"aod_mix_17","aod_mix_35",0.957
"aod_mix_18","aod_mix_35",0.95
"aod_mix_19","aod_mix_35",0.938
"aod_mix_20","aod_mix_35",0.917
"aod_mix_21","aod_mix_35",0.931
"aod_mix_22","aod_mix_35",0.93
"aod_mix_23","aod_mix_35",0.93
"aod_mix_24","aod_mix_35",0.929
"aod_mix_25","aod_mix_35",0.926
"aod_mix_26","aod_mix_35",0.92
"aod_mix_27","aod_mix_35",0.912
"aod_mix_28","aod_mix_35",0.902
"aod_mix_29","aod_mix_35",0.891
"aod_mix_30","aod_mix_35",0.877
"aod_mix_31","aod_mix_35",0.981
"aod_mix_32","aod_mix_35",0.985
"aod_mix_33","aod_mix_35",0.989
"aod_mix_34","aod_mix_35",0.995
"aod_mix_35","aod_mix_35",1
"aod_mix_36","aod_mix_35",0.995
"aod_mix_37","aod_mix_35",0.985
"aod_mix_38","aod_mix_35",0.969
"aod_mix_39","aod_mix_35",0.946
"aod_mix_40","aod_mix_35",0.917
"aod_mix_41","aod_mix_35",0.845
"aod_mix_42","aod_mix_35",0.841
"aod_mix_43","aod_mix_35",0.84
"aod_mix_44","aod_mix_35",0.849
"aod_mix_45","aod_mix_35",0.865
"aod_mix_46","aod_mix_35",0.886
"aod_mix_47","aod_mix_35",0.906
"aod_mix_48","aod_mix_35",0.92
"aod_mix_49","aod_mix_35",0.92
"aod_mix_50","aod_mix_35",0.903
"aod_mix_51","aod_mix_35",0.961
"aod_mix_52","aod_mix_35",0.965
"aod_mix_53","aod_mix_35",0.908
"aod_mix_54","aod_mix_35",0.961
"aod_mix_55","aod_mix_35",0.946
"aod_mix_56","aod_mix_35",0.882
"aod_mix_57","aod_mix_35",0.928
"aod_mix_58","aod_mix_35",0.904
"aod_mix_59","aod_mix_35",0.86
"aod_mix_60","aod_mix_35",0.876
"aod_mix_61","aod_mix_35",0.862
"aod_mix_62","aod_mix_35",0.843
"aod_mix_63","aod_mix_35",0.933
"aod_mix_64","aod_mix_35",0.924
"aod_mix_65","aod_mix_35",0.908
"aod_mix_66","aod_mix_35",0.888
"aod_mix_67","aod_mix_35",0.872
"aod_mix_68","aod_mix_35",0.854
"aod_mix_69","aod_mix_35",0.831
"aod_mix_70","aod_mix_35",0.815
"aod_mix_71","aod_mix_35",0.826
"aod_mix_72","aod_mix_35",0.822
"aod_mix_73","aod_mix_35",0.818
"aod_mix_74","aod_mix_35",0.808
"aod_mix_01","aod_mix_36",0.854
"aod_mix_02","aod_mix_36",0.856
"aod_mix_03","aod_mix_36",0.859
"aod_mix_04","aod_mix_36",0.864
"aod_mix_05","aod_mix_36",0.873
"aod_mix_06","aod_mix_36",0.884
"aod_mix_07","aod_mix_36",0.898
"aod_mix_08","aod_mix_36",0.912
"aod_mix_09","aod_mix_36",0.924
"aod_mix_10","aod_mix_36",0.928
"aod_mix_11","aod_mix_36",0.936
"aod_mix_12","aod_mix_36",0.94
"aod_mix_13","aod_mix_36",0.943
"aod_mix_14","aod_mix_36",0.95
"aod_mix_15","aod_mix_36",0.956
"aod_mix_16","aod_mix_36",0.962
"aod_mix_17","aod_mix_36",0.965
"aod_mix_18","aod_mix_36",0.962
"aod_mix_19","aod_mix_36",0.953
"aod_mix_20","aod_mix_36",0.936
"aod_mix_21","aod_mix_36",0.937
"aod_mix_22","aod_mix_36",0.938
"aod_mix_23","aod_mix_36",0.938
"aod_mix_24","aod_mix_36",0.939
"aod_mix_25","aod_mix_36",0.938
"aod_mix_26","aod_mix_36",0.935
"aod_mix_27","aod_mix_36",0.929
"aod_mix_28","aod_mix_36",0.921
"aod_mix_29","aod_mix_36",0.911
"aod_mix_30","aod_mix_36",0.898
"aod_mix_31","aod_mix_36",0.969
"aod_mix_32","aod_mix_36",0.973
"aod_mix_33","aod_mix_36",0.978
"aod_mix_34","aod_mix_36",0.987
"aod_mix_35","aod_mix_36",0.995
"aod_mix_36","aod_mix_36",1
"aod_mix_37","aod_mix_36",0.994
"aod_mix_38","aod_mix_36",0.983
"aod_mix_39","aod_mix_36",0.964
"aod_mix_40","aod_mix_36",0.938
"aod_mix_41","aod_mix_36",0.837
"aod_mix_42","aod_mix_36",0.836
"aod_mix_43","aod_mix_36",0.837
"aod_mix_44","aod_mix_36",0.848
"aod_mix_45","aod_mix_36",0.867
"aod_mix_46","aod_mix_36",0.891
"aod_mix_47","aod_mix_36",0.915
"aod_mix_48","aod_mix_36",0.933
"aod_mix_49","aod_mix_36",0.937
"aod_mix_50","aod_mix_36",0.923
"aod_mix_51","aod_mix_36",0.96
"aod_mix_52","aod_mix_36",0.971
"aod_mix_53","aod_mix_36",0.926
"aod_mix_54","aod_mix_36",0.964
"aod_mix_55","aod_mix_36",0.955
"aod_mix_56","aod_mix_36",0.898
"aod_mix_57","aod_mix_36",0.934
"aod_mix_58","aod_mix_36",0.914
"aod_mix_59","aod_mix_36",0.871
"aod_mix_60","aod_mix_36",0.883
"aod_mix_61","aod_mix_36",0.869
"aod_mix_62","aod_mix_36",0.851
"aod_mix_63","aod_mix_36",0.938
"aod_mix_64","aod_mix_36",0.929
"aod_mix_65","aod_mix_36",0.912
"aod_mix_66","aod_mix_36",0.891
"aod_mix_67","aod_mix_36",0.878
"aod_mix_68","aod_mix_36",0.858
"aod_mix_69","aod_mix_36",0.834
"aod_mix_70","aod_mix_36",0.817
"aod_mix_71","aod_mix_36",0.83
"aod_mix_72","aod_mix_36",0.823
"aod_mix_73","aod_mix_36",0.817
