"Var1","Var2","value"
"aod_mix_74","aod_mix_45",0.733
"aod_mix_01","aod_mix_46",0.706
"aod_mix_02","aod_mix_46",0.709
"aod_mix_03","aod_mix_46",0.711
"aod_mix_04","aod_mix_46",0.717
"aod_mix_05","aod_mix_46",0.725
"aod_mix_06","aod_mix_46",0.737
"aod_mix_07","aod_mix_46",0.751
"aod_mix_08","aod_mix_46",0.768
"aod_mix_09","aod_mix_46",0.785
"aod_mix_10","aod_mix_46",0.8
"aod_mix_11","aod_mix_46",0.795
"aod_mix_12","aod_mix_46",0.798
"aod_mix_13","aod_mix_46",0.801
"aod_mix_14","aod_mix_46",0.808
"aod_mix_15","aod_mix_46",0.816
"aod_mix_16","aod_mix_46",0.824
"aod_mix_17","aod_mix_46",0.831
"aod_mix_18","aod_mix_46",0.835
"aod_mix_19","aod_mix_46",0.836
"aod_mix_20","aod_mix_46",0.831
"aod_mix_21","aod_mix_46",0.797
"aod_mix_22","aod_mix_46",0.799
"aod_mix_23","aod_mix_46",0.802
"aod_mix_24","aod_mix_46",0.806
"aod_mix_25","aod_mix_46",0.81
"aod_mix_26","aod_mix_46",0.813
"aod_mix_27","aod_mix_46",0.814
"aod_mix_28","aod_mix_46",0.814
"aod_mix_29","aod_mix_46",0.811
"aod_mix_30","aod_mix_46",0.808
"aod_mix_31","aod_mix_46",0.858
"aod_mix_32","aod_mix_46",0.863
"aod_mix_33","aod_mix_46",0.868
"aod_mix_34","aod_mix_46",0.877
"aod_mix_35","aod_mix_46",0.886
"aod_mix_36","aod_mix_46",0.891
"aod_mix_37","aod_mix_46",0.892
"aod_mix_38","aod_mix_46",0.886
"aod_mix_39","aod_mix_46",0.873
"aod_mix_40","aod_mix_46",0.854
"aod_mix_41","aod_mix_46",0.913
"aod_mix_42","aod_mix_46",0.929
"aod_mix_43","aod_mix_46",0.937
"aod_mix_44","aod_mix_46",0.95
"aod_mix_45","aod_mix_46",0.974
"aod_mix_46","aod_mix_46",1
"aod_mix_47","aod_mix_46",0.976
"aod_mix_48","aod_mix_46",0.948
"aod_mix_49","aod_mix_46",0.914
"aod_mix_50","aod_mix_46",0.875
"aod_mix_51","aod_mix_46",0.818
"aod_mix_52","aod_mix_46",0.838
"aod_mix_53","aod_mix_46",0.832
"aod_mix_54","aod_mix_46",0.833
"aod_mix_55","aod_mix_46",0.84
"aod_mix_56","aod_mix_46",0.815
"aod_mix_57","aod_mix_46",0.828
"aod_mix_58","aod_mix_46",0.819
"aod_mix_59","aod_mix_46",0.792
"aod_mix_60","aod_mix_46",0.793
"aod_mix_61","aod_mix_46",0.783
"aod_mix_62","aod_mix_46",0.769
"aod_mix_63","aod_mix_46",0.847
"aod_mix_64","aod_mix_46",0.862
"aod_mix_65","aod_mix_46",0.868
"aod_mix_66","aod_mix_46",0.861
"aod_mix_67","aod_mix_46",0.807
"aod_mix_68","aod_mix_46",0.807
"aod_mix_69","aod_mix_46",0.794
"aod_mix_70","aod_mix_46",0.778
"aod_mix_71","aod_mix_46",0.759
"aod_mix_72","aod_mix_46",0.762
"aod_mix_73","aod_mix_46",0.76
"aod_mix_74","aod_mix_46",0.75
"aod_mix_01","aod_mix_47",0.727
"aod_mix_02","aod_mix_47",0.729
"aod_mix_03","aod_mix_47",0.732
"aod_mix_04","aod_mix_47",0.739
"aod_mix_05","aod_mix_47",0.748
"aod_mix_06","aod_mix_47",0.761
"aod_mix_07","aod_mix_47",0.778
"aod_mix_08","aod_mix_47",0.797
"aod_mix_09","aod_mix_47",0.817
"aod_mix_10","aod_mix_47",0.836
"aod_mix_11","aod_mix_47",0.815
"aod_mix_12","aod_mix_47",0.819
"aod_mix_13","aod_mix_47",0.823
"aod_mix_14","aod_mix_47",0.831
"aod_mix_15","aod_mix_47",0.84
"aod_mix_16","aod_mix_47",0.85
"aod_mix_17","aod_mix_47",0.86
"aod_mix_18","aod_mix_47",0.868
"aod_mix_19","aod_mix_47",0.873
"aod_mix_20","aod_mix_47",0.871
"aod_mix_21","aod_mix_47",0.828
"aod_mix_22","aod_mix_47",0.831
"aod_mix_23","aod_mix_47",0.834
"aod_mix_24","aod_mix_47",0.84
"aod_mix_25","aod_mix_47",0.846
"aod_mix_26","aod_mix_47",0.851
"aod_mix_27","aod_mix_47",0.854
"aod_mix_28","aod_mix_47",0.855
"aod_mix_29","aod_mix_47",0.854
"aod_mix_30","aod_mix_47",0.85
"aod_mix_31","aod_mix_47",0.872
"aod_mix_32","aod_mix_47",0.877
"aod_mix_33","aod_mix_47",0.883
"aod_mix_34","aod_mix_47",0.895
"aod_mix_35","aod_mix_47",0.906
"aod_mix_36","aod_mix_47",0.915
"aod_mix_37","aod_mix_47",0.921
"aod_mix_38","aod_mix_47",0.92
"aod_mix_39","aod_mix_47",0.911
"aod_mix_40","aod_mix_47",0.894
"aod_mix_41","aod_mix_47",0.89
"aod_mix_42","aod_mix_47",0.899
"aod_mix_43","aod_mix_47",0.903
"aod_mix_44","aod_mix_47",0.918
"aod_mix_45","aod_mix_47",0.945
"aod_mix_46","aod_mix_47",0.976
"aod_mix_47","aod_mix_47",1
"aod_mix_48","aod_mix_47",0.98
"aod_mix_49","aod_mix_47",0.952
"aod_mix_50","aod_mix_47",0.916
"aod_mix_51","aod_mix_47",0.841
"aod_mix_52","aod_mix_47",0.868
"aod_mix_53","aod_mix_47",0.875
"aod_mix_54","aod_mix_47",0.862
"aod_mix_55","aod_mix_47",0.875
"aod_mix_56","aod_mix_47",0.856
"aod_mix_57","aod_mix_47",0.862
"aod_mix_58","aod_mix_47",0.856
"aod_mix_59","aod_mix_47",0.83
"aod_mix_60","aod_mix_47",0.828
"aod_mix_61","aod_mix_47",0.819
"aod_mix_62","aod_mix_47",0.804
"aod_mix_63","aod_mix_47",0.88
"aod_mix_64","aod_mix_47",0.892
"aod_mix_65","aod_mix_47",0.895
"aod_mix_66","aod_mix_47",0.884
"aod_mix_67","aod_mix_47",0.84
"aod_mix_68","aod_mix_47",0.836
"aod_mix_69","aod_mix_47",0.818
"aod_mix_70","aod_mix_47",0.798
"aod_mix_71","aod_mix_47",0.788
"aod_mix_72","aod_mix_47",0.786
"aod_mix_73","aod_mix_47",0.78
"aod_mix_74","aod_mix_47",0.767
"aod_mix_01","aod_mix_48",0.746
"aod_mix_02","aod_mix_48",0.749
"aod_mix_03","aod_mix_48",0.752
"aod_mix_04","aod_mix_48",0.76
"aod_mix_05","aod_mix_48",0.771
"aod_mix_06","aod_mix_48",0.786
"aod_mix_07","aod_mix_48",0.804
"aod_mix_08","aod_mix_48",0.826
"aod_mix_09","aod_mix_48",0.85
"aod_mix_10","aod_mix_48",0.874
"aod_mix_11","aod_mix_48",0.834
"aod_mix_12","aod_mix_48",0.838
"aod_mix_13","aod_mix_48",0.842
"aod_mix_14","aod_mix_48",0.851
"aod_mix_15","aod_mix_48",0.862
"aod_mix_16","aod_mix_48",0.874
"aod_mix_17","aod_mix_48",0.887
"aod_mix_18","aod_mix_48",0.9
"aod_mix_19","aod_mix_48",0.909
"aod_mix_20","aod_mix_48",0.912
"aod_mix_21","aod_mix_48",0.86
"aod_mix_22","aod_mix_48",0.863
"aod_mix_23","aod_mix_48",0.867
"aod_mix_24","aod_mix_48",0.874
"aod_mix_25","aod_mix_48",0.882
"aod_mix_26","aod_mix_48",0.889
"aod_mix_27","aod_mix_48",0.894
"aod_mix_28","aod_mix_48",0.898
"aod_mix_29","aod_mix_48",0.898
"aod_mix_30","aod_mix_48",0.896
"aod_mix_31","aod_mix_48",0.879
"aod_mix_32","aod_mix_48",0.885
"aod_mix_33","aod_mix_48",0.892
"aod_mix_34","aod_mix_48",0.906
"aod_mix_35","aod_mix_48",0.92
"aod_mix_36","aod_mix_48",0.933
"aod_mix_37","aod_mix_48",0.943
"aod_mix_38","aod_mix_48",0.949
"aod_mix_39","aod_mix_48",0.947
"aod_mix_40","aod_mix_48",0.935
"aod_mix_41","aod_mix_48",0.856
"aod_mix_42","aod_mix_48",0.861
"aod_mix_43","aod_mix_48",0.866
"aod_mix_44","aod_mix_48",0.884
"aod_mix_45","aod_mix_48",0.913
"aod_mix_46","aod_mix_48",0.948
"aod_mix_47","aod_mix_48",0.98
"aod_mix_48","aod_mix_48",1
"aod_mix_49","aod_mix_48",0.984
"aod_mix_50","aod_mix_48",0.956
"aod_mix_51","aod_mix_48",0.863
"aod_mix_52","aod_mix_48",0.895
"aod_mix_53","aod_mix_48",0.918
"aod_mix_54","aod_mix_48",0.888
"aod_mix_55","aod_mix_48",0.908
"aod_mix_56","aod_mix_48",0.897
"aod_mix_57","aod_mix_48",0.895
"aod_mix_58","aod_mix_48",0.891
"aod_mix_59","aod_mix_48",0.868
"aod_mix_60","aod_mix_48",0.862
"aod_mix_61","aod_mix_48",0.853
"aod_mix_62","aod_mix_48",0.839
"aod_mix_63","aod_mix_48",0.908
"aod_mix_64","aod_mix_48",0.916
"aod_mix_65","aod_mix_48",0.913
"aod_mix_66","aod_mix_48",0.898
"aod_mix_67","aod_mix_48",0.87
"aod_mix_68","aod_mix_48",0.86
"aod_mix_69","aod_mix_48",0.837
"aod_mix_70","aod_mix_48",0.814
"aod_mix_71","aod_mix_48",0.815
"aod_mix_72","aod_mix_48",0.808
"aod_mix_73","aod_mix_48",0.797
"aod_mix_74","aod_mix_48",0.781
"aod_mix_01","aod_mix_49",0.76
"aod_mix_02","aod_mix_49",0.764
"aod_mix_03","aod_mix_49",0.767
"aod_mix_04","aod_mix_49",0.776
"aod_mix_05","aod_mix_49",0.788
"aod_mix_06","aod_mix_49",0.804
"aod_mix_07","aod_mix_49",0.825
"aod_mix_08","aod_mix_49",0.849
"aod_mix_09","aod_mix_49",0.877
"aod_mix_10","aod_mix_49",0.906
"aod_mix_11","aod_mix_49",0.845
"aod_mix_12","aod_mix_49",0.849
"aod_mix_13","aod_mix_49",0.854
"aod_mix_14","aod_mix_49",0.864
"aod_mix_15","aod_mix_49",0.876
"aod_mix_16","aod_mix_49",0.891
"aod_mix_17","aod_mix_49",0.907
"aod_mix_18","aod_mix_49",0.923
"aod_mix_19","aod_mix_49",0.937
"aod_mix_20","aod_mix_49",0.947
"aod_mix_21","aod_mix_49",0.885
"aod_mix_22","aod_mix_49",0.889
"aod_mix_23","aod_mix_49",0.893
"aod_mix_24","aod_mix_49",0.903
"aod_mix_25","aod_mix_49",0.912
"aod_mix_26","aod_mix_49",0.921
"aod_mix_27","aod_mix_49",0.929
"aod_mix_28","aod_mix_49",0.935
"aod_mix_29","aod_mix_49",0.939
"aod_mix_30","aod_mix_49",0.939
"aod_mix_31","aod_mix_49",0.874
"aod_mix_32","aod_mix_49",0.88
"aod_mix_33","aod_mix_49",0.887
"aod_mix_34","aod_mix_49",0.903
"aod_mix_35","aod_mix_49",0.92
"aod_mix_36","aod_mix_49",0.937
"aod_mix_37","aod_mix_49",0.953
"aod_mix_38","aod_mix_49",0.966
"aod_mix_39","aod_mix_49",0.973
"aod_mix_40","aod_mix_49",0.97
"aod_mix_41","aod_mix_49",0.816
"aod_mix_42","aod_mix_49",0.821
"aod_mix_43","aod_mix_49",0.827
"aod_mix_44","aod_mix_49",0.848
"aod_mix_45","aod_mix_49",0.878
"aod_mix_46","aod_mix_49",0.914
"aod_mix_47","aod_mix_49",0.952
"aod_mix_48","aod_mix_49",0.984
"aod_mix_49","aod_mix_49",1
"aod_mix_50","aod_mix_49",0.987
"aod_mix_51","aod_mix_49",0.876
"aod_mix_52","aod_mix_49",0.914
"aod_mix_53","aod_mix_49",0.954
"aod_mix_54","aod_mix_49",0.904
"aod_mix_55","aod_mix_49",0.932
"aod_mix_56","aod_mix_49",0.931
"aod_mix_57","aod_mix_49",0.918
"aod_mix_58","aod_mix_49",0.918
"aod_mix_59","aod_mix_49",0.899
"aod_mix_60","aod_mix_49",0.889
"aod_mix_61","aod_mix_49",0.882
"aod_mix_62","aod_mix_49",0.869
"aod_mix_63","aod_mix_49",0.925
"aod_mix_64","aod_mix_49",0.926
"aod_mix_65","aod_mix_49",0.917
"aod_mix_66","aod_mix_49",0.9
"aod_mix_67","aod_mix_49",0.89
"aod_mix_68","aod_mix_49",0.874
"aod_mix_69","aod_mix_49",0.847
"aod_mix_70","aod_mix_49",0.822
"aod_mix_71","aod_mix_49",0.835
"aod_mix_72","aod_mix_49",0.822
"aod_mix_73","aod_mix_49",0.808
"aod_mix_74","aod_mix_49",0.789
"aod_mix_01","aod_mix_50",0.765
"aod_mix_02","aod_mix_50",0.769
"aod_mix_03","aod_mix_50",0.773
"aod_mix_04","aod_mix_50",0.782
"aod_mix_05","aod_mix_50",0.795
"aod_mix_06","aod_mix_50",0.812
"aod_mix_07","aod_mix_50",0.834
"aod_mix_08","aod_mix_50",0.861
"aod_mix_09","aod_mix_50",0.891
"aod_mix_10","aod_mix_50",0.925
"aod_mix_11","aod_mix_50",0.845
"aod_mix_12","aod_mix_50",0.85
"aod_mix_13","aod_mix_50",0.855
"aod_mix_14","aod_mix_50",0.865
"aod_mix_15","aod_mix_50",0.879
"aod_mix_16","aod_mix_50",0.895
"aod_mix_17","aod_mix_50",0.913
"aod_mix_18","aod_mix_50",0.932
"aod_mix_19","aod_mix_50",0.951
"aod_mix_20","aod_mix_50",0.968
"aod_mix_21","aod_mix_50",0.898
"aod_mix_22","aod_mix_50",0.903
"aod_mix_23","aod_mix_50",0.908
"aod_mix_24","aod_mix_50",0.919
"aod_mix_25","aod_mix_50",0.93
"aod_mix_26","aod_mix_50",0.941
"aod_mix_27","aod_mix_50",0.952
"aod_mix_28","aod_mix_50",0.96
"aod_mix_29","aod_mix_50",0.967
"aod_mix_30","aod_mix_50",0.971
"aod_mix_31","aod_mix_50",0.855
"aod_mix_32","aod_mix_50",0.861
"aod_mix_33","aod_mix_50",0.868
"aod_mix_34","aod_mix_50",0.884
"aod_mix_35","aod_mix_50",0.903
"aod_mix_36","aod_mix_50",0.923
"aod_mix_37","aod_mix_50",0.945
"aod_mix_38","aod_mix_50",0.964
"aod_mix_39","aod_mix_50",0.98
"aod_mix_40","aod_mix_50",0.988
"aod_mix_41","aod_mix_50",0.774
"aod_mix_42","aod_mix_50",0.779
"aod_mix_43","aod_mix_50",0.787
"aod_mix_44","aod_mix_50",0.808
"aod_mix_45","aod_mix_50",0.838
"aod_mix_46","aod_mix_50",0.875
"aod_mix_47","aod_mix_50",0.916
"aod_mix_48","aod_mix_50",0.956
"aod_mix_49","aod_mix_50",0.987
"aod_mix_50","aod_mix_50",1
"aod_mix_51","aod_mix_50",0.875
"aod_mix_52","aod_mix_50",0.918
"aod_mix_53","aod_mix_50",0.975
"aod_mix_54","aod_mix_50",0.905
"aod_mix_55","aod_mix_50",0.939
"aod_mix_56","aod_mix_50",0.951
"aod_mix_57","aod_mix_50",0.925
"aod_mix_58","aod_mix_50",0.932
"aod_mix_59","aod_mix_50",0.92
"aod_mix_60","aod_mix_50",0.905
"aod_mix_61","aod_mix_50",0.9
"aod_mix_62","aod_mix_50",0.889
"aod_mix_63","aod_mix_50",0.925
"aod_mix_64","aod_mix_50",0.92
"aod_mix_65","aod_mix_50",0.908
"aod_mix_66","aod_mix_50",0.889
"aod_mix_67","aod_mix_50",0.899
"aod_mix_68","aod_mix_50",0.878
"aod_mix_69","aod_mix_50",0.847
"aod_mix_70","aod_mix_50",0.821
"aod_mix_71","aod_mix_50",0.848
"aod_mix_72","aod_mix_50",0.83
"aod_mix_73","aod_mix_50",0.811
"aod_mix_74","aod_mix_50",0.789
"aod_mix_01","aod_mix_51",0.917
"aod_mix_02","aod_mix_51",0.919
"aod_mix_03","aod_mix_51",0.921
"aod_mix_04","aod_mix_51",0.926
"aod_mix_05","aod_mix_51",0.932
"aod_mix_06","aod_mix_51",0.94
"aod_mix_07","aod_mix_51",0.948
"aod_mix_08","aod_mix_51",0.953
"aod_mix_09","aod_mix_51",0.954
"aod_mix_10","aod_mix_51",0.942
"aod_mix_11","aod_mix_51",0.985
"aod_mix_12","aod_mix_51",0.987
"aod_mix_13","aod_mix_51",0.988
"aod_mix_14","aod_mix_51",0.991
"aod_mix_15","aod_mix_51",0.992
"aod_mix_16","aod_mix_51",0.988
"aod_mix_17","aod_mix_51",0.981
"aod_mix_18","aod_mix_51",0.97
"aod_mix_19","aod_mix_51",0.951
"aod_mix_20","aod_mix_51",0.925
"aod_mix_21","aod_mix_51",0.971
"aod_mix_22","aod_mix_51",0.969
"aod_mix_23","aod_mix_51",0.966
"aod_mix_24","aod_mix_51",0.96
"aod_mix_25","aod_mix_51",0.951
"aod_mix_26","aod_mix_51",0.941
"aod_mix_27","aod_mix_51",0.929
"aod_mix_28","aod_mix_51",0.916
"aod_mix_29","aod_mix_51",0.9
"aod_mix_30","aod_mix_51",0.883
"aod_mix_31","aod_mix_51",0.955
"aod_mix_32","aod_mix_51",0.957
"aod_mix_33","aod_mix_51",0.958
"aod_mix_34","aod_mix_51",0.96
"aod_mix_35","aod_mix_51",0.961
"aod_mix_36","aod_mix_51",0.96
"aod_mix_37","aod_mix_51",0.955
"aod_mix_38","aod_mix_51",0.945
"aod_mix_39","aod_mix_51",0.929
"aod_mix_40","aod_mix_51",0.907
"aod_mix_41","aod_mix_51",0.784
"aod_mix_42","aod_mix_51",0.779
"aod_mix_43","aod_mix_51",0.777
"aod_mix_44","aod_mix_51",0.783
"aod_mix_45","aod_mix_51",0.797
"aod_mix_46","aod_mix_51",0.818
"aod_mix_47","aod_mix_51",0.841
"aod_mix_48","aod_mix_51",0.863
"aod_mix_49","aod_mix_51",0.876
"aod_mix_50","aod_mix_51",0.875
"aod_mix_51","aod_mix_51",1
"aod_mix_52","aod_mix_51",0.984
"aod_mix_53","aod_mix_51",0.911
"aod_mix_54","aod_mix_51",0.982
"aod_mix_55","aod_mix_51",0.958
"aod_mix_56","aod_mix_51",0.887
"aod_mix_57","aod_mix_51",0.945
"aod_mix_58","aod_mix_51",0.92
"aod_mix_59","aod_mix_51",0.872
"aod_mix_60","aod_mix_51",0.896
"aod_mix_61","aod_mix_51",0.882
"aod_mix_62","aod_mix_51",0.862
"aod_mix_63","aod_mix_51",0.94
"aod_mix_64","aod_mix_51",0.923
"aod_mix_65","aod_mix_51",0.9
"aod_mix_66","aod_mix_51",0.878
"aod_mix_67","aod_mix_51",0.883
"aod_mix_68","aod_mix_51",0.859
"aod_mix_69","aod_mix_51",0.833
"aod_mix_70","aod_mix_51",0.816
"aod_mix_71","aod_mix_51",0.844
"aod_mix_72","aod_mix_51",0.836
"aod_mix_73","aod_mix_51",0.83
"aod_mix_74","aod_mix_51",0.821
"aod_mix_01","aod_mix_52",0.892
"aod_mix_02","aod_mix_52",0.895
"aod_mix_03","aod_mix_52",0.898
"aod_mix_04","aod_mix_52",0.905
"aod_mix_05","aod_mix_52",0.914
"aod_mix_06","aod_mix_52",0.926
"aod_mix_07","aod_mix_52",0.939
"aod_mix_08","aod_mix_52",0.952
"aod_mix_09","aod_mix_52",0.962
"aod_mix_10","aod_mix_52",0.963
"aod_mix_11","aod_mix_52",0.961
"aod_mix_12","aod_mix_52",0.965
"aod_mix_13","aod_mix_52",0.968
"aod_mix_14","aod_mix_52",0.975
"aod_mix_15","aod_mix_52",0.982
"aod_mix_16","aod_mix_52",0.987
"aod_mix_17","aod_mix_52",0.99
"aod_mix_18","aod_mix_52",0.987
"aod_mix_19","aod_mix_52",0.978
"aod_mix_20","aod_mix_52",0.96
"aod_mix_21","aod_mix_52",0.98
"aod_mix_22","aod_mix_52",0.98
"aod_mix_23","aod_mix_52",0.981
"aod_mix_24","aod_mix_52",0.981
"aod_mix_25","aod_mix_52",0.978
"aod_mix_26","aod_mix_52",0.972
"aod_mix_27","aod_mix_52",0.963
"aod_mix_28","aod_mix_52",0.953
"aod_mix_29","aod_mix_52",0.94
"aod_mix_30","aod_mix_52",0.925
"aod_mix_31","aod_mix_52",0.939
"aod_mix_32","aod_mix_52",0.942
"aod_mix_33","aod_mix_52",0.947
"aod_mix_34","aod_mix_52",0.956
"aod_mix_35","aod_mix_52",0.965
"aod_mix_36","aod_mix_52",0.971
"aod_mix_37","aod_mix_52",0.974
"aod_mix_38","aod_mix_52",0.972
"aod_mix_39","aod_mix_52",0.963
"aod_mix_40","aod_mix_52",0.947
"aod_mix_41","aod_mix_52",0.78
"aod_mix_42","aod_mix_52",0.778
"aod_mix_43","aod_mix_52",0.78
"aod_mix_44","aod_mix_52",0.792
"aod_mix_45","aod_mix_52",0.812
"aod_mix_46","aod_mix_52",0.838
"aod_mix_47","aod_mix_52",0.868
"aod_mix_48","aod_mix_52",0.895
"aod_mix_49","aod_mix_52",0.914
"aod_mix_50","aod_mix_52",0.918
"aod_mix_51","aod_mix_52",0.984
"aod_mix_52","aod_mix_52",1
"aod_mix_53","aod_mix_52",0.95
"aod_mix_54","aod_mix_52",0.988
"aod_mix_55","aod_mix_52",0.981
"aod_mix_56","aod_mix_52",0.924
"aod_mix_57","aod_mix_52",0.962
"aod_mix_58","aod_mix_52",0.943
"aod_mix_59","aod_mix_52",0.901
"aod_mix_60","aod_mix_52",0.914
"aod_mix_61","aod_mix_52",0.901
"aod_mix_62","aod_mix_52",0.882
"aod_mix_63","aod_mix_52",0.956
"aod_mix_64","aod_mix_52",0.938
"aod_mix_65","aod_mix_52",0.915
"aod_mix_66","aod_mix_52",0.891
"aod_mix_67","aod_mix_52",0.9
"aod_mix_68","aod_mix_52",0.873
"aod_mix_69","aod_mix_52",0.844
"aod_mix_70","aod_mix_52",0.825
"aod_mix_71","aod_mix_52",0.853
"aod_mix_72","aod_mix_52",0.841
"aod_mix_73","aod_mix_52",0.832
"aod_mix_74","aod_mix_52",0.82
"aod_mix_01","aod_mix_53",0.817
"aod_mix_02","aod_mix_53",0.82
"aod_mix_03","aod_mix_53",0.824
"aod_mix_04","aod_mix_53",0.834
"aod_mix_05","aod_mix_53",0.846
"aod_mix_06","aod_mix_53",0.863
"aod_mix_07","aod_mix_53",0.883
"aod_mix_08","aod_mix_53",0.907
"aod_mix_09","aod_mix_53",0.932
"aod_mix_10","aod_mix_53",0.958
"aod_mix_11","aod_mix_53",0.883
"aod_mix_12","aod_mix_53",0.887
"aod_mix_13","aod_mix_53",0.892
"aod_mix_14","aod_mix_53",0.902
"aod_mix_15","aod_mix_53",0.914
"aod_mix_16","aod_mix_53",0.928
"aod_mix_17","aod_mix_53",0.943
"aod_mix_18","aod_mix_53",0.959
"aod_mix_19","aod_mix_53",0.973
"aod_mix_20","aod_mix_53",0.983
"aod_mix_21","aod_mix_53",0.943
"aod_mix_22","aod_mix_53",0.948
"aod_mix_23","aod_mix_53",0.952
"aod_mix_24","aod_mix_53",0.962
"aod_mix_25","aod_mix_53",0.971
"aod_mix_26","aod_mix_53",0.979
"aod_mix_27","aod_mix_53",0.986
"aod_mix_28","aod_mix_53",0.99
"aod_mix_29","aod_mix_53",0.989
"aod_mix_30","aod_mix_53",0.986
"aod_mix_31","aod_mix_53",0.865
"aod_mix_32","aod_mix_53",0.871
"aod_mix_33","aod_mix_53",0.877
"aod_mix_34","aod_mix_53",0.891
"aod_mix_35","aod_mix_53",0.908
"aod_mix_36","aod_mix_53",0.926
"aod_mix_37","aod_mix_53",0.946
"aod_mix_38","aod_mix_53",0.964
"aod_mix_39","aod_mix_53",0.978
"aod_mix_40","aod_mix_53",0.986
"aod_mix_41","aod_mix_53",0.742
"aod_mix_42","aod_mix_53",0.744
"aod_mix_43","aod_mix_53",0.749
"aod_mix_44","aod_mix_53",0.768
"aod_mix_45","aod_mix_53",0.796
"aod_mix_46","aod_mix_53",0.832
"aod_mix_47","aod_mix_53",0.875
"aod_mix_48","aod_mix_53",0.918
"aod_mix_49","aod_mix_53",0.954
"aod_mix_50","aod_mix_53",0.975
"aod_mix_51","aod_mix_53",0.911
"aod_mix_52","aod_mix_53",0.95
"aod_mix_53","aod_mix_53",1
"aod_mix_54","aod_mix_53",0.939
"aod_mix_55","aod_mix_53",0.971
"aod_mix_56","aod_mix_53",0.979
"aod_mix_57","aod_mix_53",0.96
"aod_mix_58","aod_mix_53",0.965
"aod_mix_59","aod_mix_53",0.951
"aod_mix_60","aod_mix_53",0.942
"aod_mix_61","aod_mix_53",0.936
"aod_mix_62","aod_mix_53",0.925
"aod_mix_63","aod_mix_53",0.949
"aod_mix_64","aod_mix_53",0.935
"aod_mix_65","aod_mix_53",0.916
"aod_mix_66","aod_mix_53",0.894
"aod_mix_67","aod_mix_53",0.926
"aod_mix_68","aod_mix_53",0.896
"aod_mix_69","aod_mix_53",0.861
"aod_mix_70","aod_mix_53",0.834
"aod_mix_71","aod_mix_53",0.879
"aod_mix_72","aod_mix_53",0.855
"aod_mix_73","aod_mix_53",0.833
"aod_mix_74","aod_mix_53",0.811
"aod_mix_01","aod_mix_54",0.895
"aod_mix_02","aod_mix_54",0.897
"aod_mix_03","aod_mix_54",0.9
"aod_mix_04","aod_mix_54",0.906
"aod_mix_05","aod_mix_54",0.914
"aod_mix_06","aod_mix_54",0.923
"aod_mix_07","aod_mix_54",0.934
"aod_mix_08","aod_mix_54",0.944
"aod_mix_09","aod_mix_54",0.949
"aod_mix_10","aod_mix_54",0.946
"aod_mix_11","aod_mix_54",0.958
"aod_mix_12","aod_mix_54",0.961
"aod_mix_13","aod_mix_54",0.963
"aod_mix_14","aod_mix_54",0.967
"aod_mix_15","aod_mix_54",0.97
"aod_mix_16","aod_mix_54",0.973
"aod_mix_17","aod_mix_54",0.972
"aod_mix_18","aod_mix_54",0.968
"aod_mix_19","aod_mix_54",0.958
"aod_mix_20","aod_mix_54",0.94
"aod_mix_21","aod_mix_54",0.975
"aod_mix_22","aod_mix_54",0.974
"aod_mix_23","aod_mix_54",0.973
"aod_mix_24","aod_mix_54",0.969
"aod_mix_25","aod_mix_54",0.963
"aod_mix_26","aod_mix_54",0.955
"aod_mix_27","aod_mix_54",0.946
"aod_mix_28","aod_mix_54",0.934
"aod_mix_29","aod_mix_54",0.921
"aod_mix_30","aod_mix_54",0.906
"aod_mix_31","aod_mix_54",0.946
"aod_mix_32","aod_mix_54",0.949
"aod_mix_33","aod_mix_54",0.952
"aod_mix_34","aod_mix_54",0.957
"aod_mix_35","aod_mix_54",0.961
"aod_mix_36","aod_mix_54",0.964
"aod_mix_37","aod_mix_54",0.964
"aod_mix_38","aod_mix_54",0.959
"aod_mix_39","aod_mix_54",0.948
"aod_mix_40","aod_mix_54",0.93
"aod_mix_41","aod_mix_54",0.785
"aod_mix_42","aod_mix_54",0.78
"aod_mix_43","aod_mix_54",0.78
"aod_mix_44","aod_mix_54",0.789
"aod_mix_45","aod_mix_54",0.807
"aod_mix_46","aod_mix_54",0.833
"aod_mix_47","aod_mix_54",0.862
"aod_mix_48","aod_mix_54",0.888
"aod_mix_49","aod_mix_54",0.904
"aod_mix_50","aod_mix_54",0.905
"aod_mix_51","aod_mix_54",0.982
"aod_mix_52","aod_mix_54",0.988
"aod_mix_53","aod_mix_54",0.939
"aod_mix_54","aod_mix_54",1
"aod_mix_55","aod_mix_54",0.984
"aod_mix_56","aod_mix_54",0.921
"aod_mix_57","aod_mix_54",0.975
"aod_mix_58","aod_mix_54",0.951
"aod_mix_59","aod_mix_54",0.903
"aod_mix_60","aod_mix_54",0.925
"aod_mix_61","aod_mix_54",0.911
"aod_mix_62","aod_mix_54",0.89
"aod_mix_63","aod_mix_54",0.97
"aod_mix_64","aod_mix_54",0.952
"aod_mix_65","aod_mix_54",0.929
"aod_mix_66","aod_mix_54",0.904
"aod_mix_67","aod_mix_54",0.914
"aod_mix_68","aod_mix_54",0.888
"aod_mix_69","aod_mix_54",0.859
"aod_mix_70","aod_mix_54",0.839
"aod_mix_71","aod_mix_54",0.866
"aod_mix_72","aod_mix_54",0.855
"aod_mix_73","aod_mix_54",0.845
